147,2459392.097332907,0.00034957562981456506
148,2459395.8116027648,0.0003321997762358467
149,2459399.5263840575,0.0003476866432314794
150,2459403.2411271585,0.0003206095529612568
151,2459406.955622988,0.00032251970615618816
152,2459410.670012527,0.00033979316269022454
153,2459414.384930057,0.00034399756445915305
154,2459418.099638844,0.0003272425663255127
155,2459421.8148170626,0.00042464795557118766
156,2459425.5294466564,0.0004207346554498252
157,2459429.2440320216,0.00041957951652888016
159,2459436.6733660894,0.0004171437468670344
160,2459440.3876119624,0.00038722420629853184
161,2459444.1025588433,0.0003840705528041397
198,2459581.544187574,0.00033041359477859605
199,2459585.258633336,0.00029148479848505786
200,2459588.973328441,0.0003276043163912621
201,2459592.6876823828,0.0003215536398250629
202,2459596.402717745,0.00033197073566484253
203,2459600.117222126,0.00032567514368590713
204,2459603.8320568744,0.00032988299393697844
295,2459941.86527093,0.000421145827057099
296,2459945.579871674,0.00040950648576491946
297,2459949.2941660364,0.00039944837382751696
299,2459956.7232566085,0.00040094010883528667
