Parameter,Mean,-1sigma,+1sigma,16th,50th,84th
rp,0.14380878806236747,-5.312430373582977e-05,5.282625299948829e-05,0.14375578949924311,0.14380891380297894,0.14386174005597843
t0,59963.9687632794,-1.094840990845114e-05,1.0968746209982783e-05,59963.96875240703,59963.96876335544,59963.96877432419
u2,0.0665410700993463,-0.004495370444831184,0.0044903925102870584,0.062046974996152984,0.06654234544098417,0.07103273795127123
c0,1.0067060488461996,-5.890100213790106e-06,5.8802935387625155e-06,1.0067001616919562,1.00670605179217,1.0067119320857087
c1,0.0006386256060437637,-5.3582707005660874e-05,5.3319878218057435e-05,0.0005851606430126196,0.0006387433500182805,0.000692063228236338
scatter_mult,1.747520380140946,-0.018871769870205668,0.01931706781526854,1.7284295525275413,1.747301322397747,1.7666183902130155
