Parameter,Mean,-1sigma,+1sigma,16th,50th,84th
rp,0.14351214002478418,-9.400688947158731e-05,9.382267167656888e-05,0.14341819794771193,0.14351220483718352,0.1436060275088601
t0,60129.891915728425,-1.9048959075007588e-05,1.91293001989834e-05,60129.89189664003,60129.89191568899,60129.89193481829
u2,0.15454518796863653,-0.0075332590498704555,0.007571470413340692,0.14700102707021478,0.15453428612008524,0.16210575653342593
c0,1.0076044415083296,-1.1120950266674257e-05,1.1162787276752795e-05,1.0075933086238866,1.0076044295741533,1.00761559236143
c1,-0.000629533886784869,-0.00011041917935278582,0.00011062216730701904,-0.0007399150616214095,-0.0006294958822686237,-0.0005188737149616047
scatter_mult,2.6937151074317027,-0.07720213770513151,0.081161087965536,2.614482619488568,2.6916847571936997,2.7728458451592357
