Parameter,Mean,-1sigma,+1sigma,16th,50th,84th
rp,0.14321047692725197,-0.00016303513208917875,0.0001620434088132061,0.14304777383965497,0.14321080897174415,0.14337285238055736
t0,60118.44884155854,-3.421894507482648e-05,3.402849688427523e-05,60118.44880741506,60118.448841634,60118.4488756625
u2,0.15314548646617948,-0.013171651971361942,0.013174397179754632,0.13997359834881284,0.15314525032017479,0.16631964749992942
c0,1.0081543020619295,-2.1118643552364702e-05,2.1178642586772156e-05,1.0081331682540433,1.0081542868975957,1.0081754655401824
c1,0.0009578755434085892,-0.0002291945858175163,0.00023017698599509537,0.0007283130460335671,0.0009575076318510834,0.0011876846178461788
scatter_mult,8.136648400423494,-0.16433911661736644,0.17040894854502042,7.969271281340536,8.133610397957902,8.304019346502923
