# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: wavelength, datatype: float64}
# - {name: bin_width, datatype: float64}
# - {name: lcdata, datatype: float64}
# - {name: lcerr, datatype: float64}
# - {name: transit, datatype: float64}
# - {name: polynom, datatype: float64}
# - {name: model, datatype: float64}
# - {name: residuals, datatype: float64}
# schema: astropy-2.0
time wavelength bin_width lcdata lcerr transit polynom model residuals
60118.292025558876 4.4975000000000005 0.6755 1.0088541938596758 0.0007837683467420065 1.0 1.0080304158731532 1.0080304158731532 0.0008237779865225558
60118.29224501297 4.4975000000000005 0.6755 1.0074059482534876 0.0007836679858286538 1.0 1.008030626002123 1.008030626002123 -0.0006246777486353938
60118.29246446706 4.4975000000000005 0.6755 1.0070183264911605 0.0007822922369466352 1.0 1.0080308361310857 1.0080308361310857 -0.0010125096399251632
60118.29268392116 4.4975000000000005 0.6755 1.007385022475116 0.0007834743222017466 1.0 1.0080310462600623 1.0080310462600623 -0.0006460237849463812
60118.292903375244 4.4975000000000005 0.6755 1.0070130837349027 0.0007824179749495973 1.0 1.0080312563890252 1.0080312563890252 -0.0010181726541225178
60118.29312282934 4.4975000000000005 0.6755 1.0072278926455016 0.0007837014673779264 1.0 1.008031466517995 1.008031466517995 -0.0008035738724934127
60118.29334228344 4.4975000000000005 0.6755 1.0088320225284024 0.0007843139682140671 1.0 1.0080316766469717 1.0080316766469717 0.0008003458814307418
60118.29356173753 4.4975000000000005 0.6755 1.0078959998950547 0.0007827807976621119 1.0 1.0080318867759415 1.0080318867759415 -0.0001358868808867264
60118.29378119163 4.4975000000000005 0.6755 1.009265435569147 0.0007835455701469473 1.0 1.0080320969049112 1.0080320969049112 0.0012333386642358057
60118.294000645714 4.4975000000000005 0.6755 1.0074984219163436 0.0007831643867243886 1.0 1.008032307033874 1.008032307033874 -0.000533885117530275
60118.294220099815 4.4975000000000005 0.6755 1.0073795893176773 0.0007837620504040219 1.0 1.0080325171628506 1.0080325171628506 -0.0006529278451732345
60118.2944395539 4.4975000000000005 0.6755 1.008962229212919 0.0007836978803783575 1.0 1.0080327272918135 1.0080327272918135 0.0009295019211055244
60118.294659007996 4.4975000000000005 0.6755 1.0081442593608214 0.0007837284877649234 1.0 1.0080329374207833 1.0080329374207833 0.00011132194003815599
60118.29487846209 4.4975000000000005 0.6755 1.0073128110392393 0.0007838633025775587 1.0 1.0080331475497528 1.0080331475497528 -0.0007203365105135084
60118.29509791618 4.4975000000000005 0.6755 1.0074974556947427 0.0007828759797168535 1.0 1.0080333576787226 1.0080333576787226 -0.0005359019839799029
60118.295317370284 4.4975000000000005 0.6755 1.008030799485426 0.0007840736153603849 1.0 1.0080335678076993 1.0080335678076993 -2.7683222731944568e-06
60118.29553682437 4.4975000000000005 0.6755 1.0080301792424726 0.0007827030901649522 1.0 1.0080337779366622 1.0080337779366622 -3.5986941895327362e-06
60118.29575627847 4.4975000000000005 0.6755 1.0087280600094275 0.0007833130605794177 1.0 1.0080339880656388 1.0080339880656388 0.0006940719437886766
60118.29597573256 4.4975000000000005 0.6755 1.0078131558038876 0.000783259924476654 1.0 1.0080341981946017 1.0080341981946017 -0.00022104239071407683
60118.29619518665 4.4975000000000005 0.6755 1.0081047955148823 0.0007834458812001633 1.0 1.0080344083235713 1.0080344083235713 7.038719131102766e-05
60118.29641464075 4.4975000000000005 0.6755 1.006543317397368 0.0007831981831272001 1.0 1.008034618452541 1.008034618452541 -0.0014913010551731443
60118.29663409483 4.4975000000000005 0.6755 1.0084682556913094 0.0007834554194404128 1.0 1.008034828581504 1.008034828581504 0.00043342710980542876
60118.296853548934 4.4975000000000005 0.6755 1.0073278179911844 0.00078365555411302 1.0 1.0080350387104806 1.0080350387104806 -0.0007072207192961866
60118.29707300302 4.4975000000000005 0.6755 1.0064950107198563 0.0007832955947647553 1.0 1.0080352488394433 1.0080352488394433 -0.001540238119587034
60118.297292457115 4.4975000000000005 0.6755 1.0085093161333596 0.0007841342151314996 1.0 1.008035458968413 1.008035458968413 0.00047385716494652286
60118.297511911216 4.4975000000000005 0.6755 1.0077170964499593 0.0007836722598685049 1.0 1.00803566909739 1.00803566909739 -0.0003185726474306261
60118.29773136531 4.4975000000000005 0.6755 1.0087427716624 0.0007829063177855178 1.0 1.0080358792263595 1.0080358792263595 0.000706892436040496
60118.297950819404 4.4975000000000005 0.6755 1.007076268981391 0.0007824091832834326 1.0 1.0080360893553293 1.0080360893553293 -0.0009598203739382694
60118.29817027349 4.4975000000000005 0.6755 1.0068080080163146 0.0007831827090344464 1.0 1.0080362994842922 1.0080362994842922 -0.001228291467977538
60118.29838972759 4.4975000000000005 0.6755 1.0069865889592875 0.0007832668326341179 1.0 1.0080365096132688 1.0080365096132688 -0.001049920653981351
60118.29860918168 4.4975000000000005 0.6755 1.0073566247825172 0.0007831674472028125 1.0 1.0080367197422315 1.0080367197422315 -0.000680094959714328
60118.29882863577 4.4975000000000005 0.6755 1.0084508398498495 0.0007842459316089902 1.0 1.0080369298712013 1.0080369298712013 0.0004139099786482081
60118.299048089866 4.4975000000000005 0.6755 1.0068576766765447 0.0007834799210556334 1.0 1.008037140000171 1.008037140000171 -0.0011794633236263952
60118.29926754396 4.4975000000000005 0.6755 1.0086644962518043 0.0007833464758995317 1.0 1.0080373501291409 1.0080373501291409 0.0006271461226634578
60118.299486998054 4.4975000000000005 0.6755 1.007571752550563 0.000783756359590387 1.0 1.0080375602581106 1.0080375602581106 -0.00046580770754767187
60118.29970645214 4.4975000000000005 0.6755 1.0086896613612186 0.0007841208941919561 1.0 1.0080377703870733 1.0080377703870733 0.0006518909741453083
60118.29992590624 4.4975000000000005 0.6755 1.008856367096763 0.0007837890251323012 1.0 1.00803798051605 1.00803798051605 0.000818386580712982
60118.30014536033 4.4975000000000005 0.6755 1.0081619587780666 0.0007832585832404425 1.0 1.0080381906450129 1.0080381906450129 0.00012376813305370327
